Id,Title,Original Title,Original Language,Overview,Popularity,Revenue,Budget,Runtime,Release Date,Vote Average,Vote Count,Adult,Genres,Production Companies,Production Countries,Spoken Languages,Status
447404,Pokémon Detective Pikachu,Pokémon Detective Pikachu,en,"In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.",57.19,449762638,150000000,105,5/3/2019,6.94,6526,FALSE,"['Action', 'Adventure', 'Fantasy']","['Legendary Pictures', 'The Pokémon Company', 'TOHO']","['Japan', 'United States of America']",['English'],Released
608775,Ước Hẹn Mùa Thu,Ước Hẹn Mùa Thu,vi,,1.96,0,0,0,5/10/2019,0,0,FALSE,"['Comedy', 'Family', 'Romance']",[],['Vietnam'],['Tiếng Việt'],Released
544812,The Third Wife,Vợ ba,vi,"Though only 14 years old, May is selected to be the third wife of a wealthy landowner. Her new home seems idyllic, her husband favours her, and she quickly becomes pregnant with what she is certain will be the desired male progeny. But trouble is quietly brewing: she witnesses a forbidden tryst that will spark a chain reaction of misfortunes — and stir in May urges that until now had been dormant.",8.892,0,0,96,1/11/2019,6.4,68,FALSE,['Drama'],"['Ân Nam Films', 'Three Colors Productions', 'Mayfair Pictures']",['Vietnam'],['Tiếng Việt'],Released
421920,Ice Princess Lily,Tabaluga,de,"A young dragon looking for his own fire must fight against an evil wizard with help of the beautiful ice princess, Lilli.",6.782,0,0,0,12/6/2018,6.3,13,FALSE,"['Family', 'Animation']","['Deutsche Columbia Pictures Filmproduktion', 'Tempest Film']",['Germany'],['Deutsch'],Released
524247,The Intruder,The Intruder,en,A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.,23.169,40600000,8000000,102,5/3/2019,6.1,545,FALSE,['Thriller'],"['Hidden Empire Film Group', 'Screen Gems']",['United States of America'],['English'],Released
616465,"Cà Chớn, Anh Đừng Đi","Cà Chớn, Anh Đừng Đi",vi,,0.6,0,0,0,4/19/2019,0,0,FALSE,"['Comedy', 'Family']",[],['Vietnam'],[],Released
458156,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,en,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",81.378,326709727,55000000,131,5/15/2019,7.442,10139,FALSE,"['Action', 'Thriller', 'Crime']","['Thunder Road', 'Lionsgate', '87Eleven']",['United States of America'],"['العربية', '普通话', 'English', 'Bahasa indonesia', 'Italiano', '日本語', 'Latin', 'Pусский']",Released
606795,Sunset Promise,Tháng 5 Để Dành,vi,"The film revolve around the affection of Hieu and Mai Ngoc, their concerns, gender ""boundaries"" between instinct and reason, between curiosity about the age of adolescence and early vibrations. What difficulties, ""temptations"" will be for both, how to keep a beautiful spring love and sweet memories?",1.4,0,0,105,5/24/2019,10,1,FALSE,"['Drama', 'Romance']",[],['Vietnam'],['Tiếng Việt'],Released
812,Aladdin,Aladdin,en,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",78.207,504050219,28000000,95,11/25/1992,7.653,10845,FALSE,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']","['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America'],['English'],Released
575222,Doraemon: Nobita's Chronicle of the Moon Exploration,映画ドラえもん のび太の月面探査記,ja,"During a Japanese robotic exploration to find life on the other side of the moon, Nobita is watching from Earth and sees the moon turn yellow. With the help of Doraemon, the pair travel to the moon and create bunnies that will build their own colony. After he returns, Nobita tells his class about their adventure but no one will believe him. That is until a new student and his sister arrive who appear to come from a very far away place.",19.847,65400000,0,111,3/1/2019,7.7,54,FALSE,"['Animation', 'Adventure', 'Comedy', 'Science Fiction', 'Fantasy']","['Fujiko Productions', 'Shin-Ei Animation', 'Asatsu-DK', 'TV Asahi', 'Shogakukan', 'Shogakukan-Shueisha Productions']",['Japan'],['日本語'],Released
661007,Pee Nak 2,พี่นาค 2,th,"Peace has returned to ThammaNakanimitr Temple after Monk Nong, Monk First and Monk Balloon completed the mission to fulfill their pledges and won the battle with the ghost of Nak Nont.",5.092,0,0,114,2/20/2020,5,3,FALSE,"['Horror', 'Comedy']",['Five Star Production'],['Thailand'],['ภาษาไทย'],Released
797296,Vô Gian Đạo,Vô Gian Đạo,vi,,0.6,0,0,0,5/24/2019,0,0,FALSE,"['Comedy', 'Crime', 'Thriller']",[],[],[],Released
124905,Godzilla,Godzilla,en,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",225.107,529100000,160000000,123,5/14/2014,6.315,8701,FALSE,"['Action', 'Drama', 'Science Fiction']",['Legendary Pictures'],['United States of America'],"['English', '日本語', '']",Released
581528,"The Gangster, the Cop, the Devil",악인전,ko,"After barely surviving a violent attack by an elusive serial killer, crime boss Jang Dong-su finds himself forming an unlikely partnership with local detective Jung Tae-seok to catch the sadistic killer simply known as K.",90.235,25775371,6500000,110,5/15/2019,7.798,978,FALSE,"['Crime', 'Action', 'Thriller']","['Acemaker Movieworks', 'BA Entertainment', 'Kiwi Media Group', 'B&C CONTENT']",['South Korea'],['한국어/조선말'],Released
394374,At the End of the Tunnel,Al final del túnel,es,A paraplegic computer engineer that moves in a wheelchair and works in his basement starts hearing noises and voices of bank-robbers.,19.195,0,0,120,4/21/2016,7.077,372,FALSE,"['Crime', 'Thriller']","['Haddock Films', 'Árbol Contenidos', 'Tornasol Films', 'Telefe', 'Hernández y Fernández PC', 'Movistar+', 'TVE']","['Spain', 'Argentina']",['Español'],Released
587488,Inhuman Kiss,แสงกระสือ,th,"In a far-away village, lived an innocent teenage girl, Sai, who later discovered herself inheriting the curse of Krasue. At night, her head would detach from her body and hunts for flesh and blood. Villagers are terrified by the deaths of their livestocks and that is when the Krasue hunt begins. Jerd, a friend joined the hunt with an unknown reason while Noi, the childhood friend who had just came back to the village decided to stand beside Sai despite knowing the horrifying truth.",13.314,0,1200000,122,3/14/2019,6.4,59,FALSE,"['Drama', 'Horror', 'Romance']","['CJ Major Entertainment', 'M Pictures', 'Transformation Films', 'North Star Production', 'Nakid']",['Thailand'],['ภาษาไทย'],Released
533715,The Big Trip,Большое путешествие,ru,"A goofy stork mistakenly delivers a baby panda to the wrong door. A bear, a moose, a tiger and a rabbit set on an arduous but fun-filled adventure through the wilderness to return the panda to its rightful home.",18.421,0,0,84,4/27/2019,7.1,67,FALSE,"['Animation', 'Comedy', 'Adventure', 'Family']","['Licensing Brands', 'Hollywood Licensing Group', 'Luminescence']","['Russia', 'United States of America']",['Pусский'],Released
412117,The Secret Life of Pets 2,The Secret Life of Pets 2,en,"Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",66.423,429434163,80000000,86,5/24/2019,6.957,2874,FALSE,"['Adventure', 'Animation', 'Comedy', 'Family']","['Universal Pictures', 'Illumination']",['United States of America'],['English'],Released
320288,Dark Phoenix,Dark Phoenix,en,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",96.436,252442974,200000000,114,6/5/2019,5.981,6162,FALSE,"['Science Fiction', 'Action', 'Adventure']","['Genre Films', 'Hutch Parker Entertainment', '20th Century Fox', 'TSG Entertainment', 'Marvel Entertainment']",['United States of America'],"['English', 'Português', 'Pусский']",Released
459992,Long Shot,Long Shot,en,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers.",35.983,0,40000000,125,5/2/2019,6.7,2548,FALSE,"['Comedy', 'Romance']","['AG Studios', 'Denver & Delilah Films', 'Point Grey Pictures', 'Good Universe', 'Summit Entertainment', 'Flarsky Productions', 'Lionsgate']",['United States of America'],"['Français', 'English', 'svenska']",Released
